Name,ASCII Name,Alternate Names,Latitude,Longitude,Feature Class,Feature Code,Country Code,Country Code 2,Admin1 Code,Admin2 Code,Admin3 Code,Admin4 Code,Population,Elevation,DIgital Elevation Model,Timezone,Modification date,Country
Vijayawada,Vijayawada,"Bezawada,Bezwada,Bezwāda,VGA,Vidzajavada,Vidzhajavada,Vidzsajavada,Vidzsajavádá,Vidžajavada,Vijajauada,Vijajaŭada,Vijayavada,Vijayavādā,Vijayawada,Vijayawāda,Widzajawada,Widźajawada,bejavada,bijayabada,bijayarada,bijayawada,bijayawara,fjayawada,fyjayawada,vicayavata,vijaiavada,vijaivara,vijayavada,vijayavara,vu~ijayawada,wei jie ya wa da,wjyawada,wjyے waڑہ,wyjyawada,Виджаявада,Виџајавада,Віджаявада,ויגיאוואדה,فجاياوادا,فيجاياوادا,وجئے واڑہ,وجیاوادا,ويجیواډا,ویجایاواڈا,ویجیاوادا,विजयवाड़ा,विजयवाडा,বিজযবাডা,বিজয়াৱদা,ਵਿਜਯਵਾਡਾ,ਵਿਜੈਵਾੜਾ,વિજયવાડા,ବିଜୟୱାଡ଼ା,ଵିଜଯଵାଡା,விசயவாடா,బెజవాడ,విజయవాడ,ವಿಜಯವಾಡ,വിജയവാഡ,ვიჯაიავადა,ヴィジャヤワーダ,维杰亚瓦达,비자야와다",16.50745,80.6466,P,PPL,IN,,2,547,,,874587,,47,Asia/Kolkata,07-05-2019,India
Valabhīpur,Valabhipur,"Vala,Valabhipur,Valabhīpur,Vallabhipur",21.88868,71.87935,P,PPL,IN,,9,481,,,18663,,22,Asia/Kolkata,10-06-2020,India
Uttarkāshi,Uttarkashi,"Barahat,Bārāhāt,Uttarkashi,Uttarkāshi",30.72986,78.44342,P,PPL,IN,,39,56,,,17123,,1147,Asia/Kolkata,14-10-2014,India
Uppal Kalan,Uppal Kalan,"Oopal,Pedda Uppal,Upal,Uppal,Uppal Kalan",17.40577,78.55911,P,PPL,IN,,40,537,,,118259,,502,Asia/Kolkata,10-10-2014,India
Umri,Umri,Umri,26.51056,78.93667,P,PPL,IN,,35,420,,,9364,,150,Asia/Kolkata,04-12-2018,India
Todabhim,Todabhim,,26.91667,76.81667,P,PPL,IN,,24,107,,,22529,,252,Asia/Kolkata,14-10-2014,India
Tīkri,Tikri,"Tikri,Tīkri",29.2291,77.35479,P,PPL,IN,,36,139,,,13646,,239,Asia/Kolkata,10-06-2020,India
Thiruvaiyaru,Thiruvaiyaru,"Thiruvaiyaru,Thiruvaiyāru,Tiruvadi,Tiruvādi",10.88405,79.10362,P,PPL,IN,,25,620,,,14451,,42,Asia/Kolkata,14-10-2014,India
Thāsra,Thasra,,22.79831,73.21174,P,PPL,IN,,9,483,,,18337,,68,Asia/Kolkata,13-10-2014,India
Terdāl,Terdal,"Terdal,Terdāl",16.49379,75.04667,P,PPL,IN,,19,556,,,26411,,550,Asia/Kolkata,14-10-2014,India
Teni,Teni,"Teni,Theni,Tkheni,Тхени",10.01115,77.47772,P,PPLX,IN,,25,624,,,1034724,,300,Asia/Kolkata,02-08-2017,India
Tāsgaon,Tasgaon,"Tasgaon,Tāsgaon",17.037,74.60171,P,PPL,IN,,16,531,,,34933,,586,Asia/Kolkata,13-10-2014,India
Sultānpur,Sultanpur,"Sultanpur,Sultānpur",26.25788,82.07269,P,PPL,IN,,36,179,,,110368,,104,Asia/Kolkata,07-08-2015,India
Sivaganga,Sivaganga,"Shivaganga,Sivaganga,civakankai,shivu~agangai,sibaganga,sivaganga,sivaganga'i,xi wa gang ge a,Шиваганга,शिवगङ्गा,শিবগঙ্গা,શિવગંગાઇ,ଶିବଗଙ୍ଗ,சிவகங்கை,シヴァガンガイ,西瓦冈格阿",9.84701,78.48358,P,PPL,IN,,25,622,,,42785,,103,Asia/Kolkata,14-10-2014,India
Sītāmarhi,Sitamarhi,"Sitamarhi,Sītāmarhi",26.59357,85.4906,P,PPL,IN,,34,206,,,57095,,70,Asia/Kolkata,11-06-2016,India
Siruguppa,Siruguppa,Siruguppa,15.63,76.89217,P,PPL,IN,,19,565,,,47917,,375,Asia/Kolkata,05-12-2015,India
Singapperumālkovil,Singapperumalkovil,"Singaperumalkoil,Singaperumalkovil,Singaperumālkovil,Singapperumalkovil,Singapperumālkovil",12.75947,80.0075,P,PPL,IN,,25,604,,,8301,,53,Asia/Kolkata,10-06-2020,India
Sholinghur,Sholinghur,Sholinghur,13.1181,79.42025,P,PPL,IN,,25,605,,,28645,,157,Asia/Kolkata,14-10-2014,India
Shāhpur,Shahpur,"Shahpur,Shakhpura,Shāhpur,Шахпура",29.3501,77.5516,P,PPL,IN,,36,133,,,18874,,244,Asia/Kolkata,06-09-2015,India
Seorīnārāyan,Seorinarayan,"Seorinarayan,Seorinaryan,Seorīnārāyan",21.72055,82.59344,P,PPL,IN,,37,405,,,8880,,228,Asia/Kolkata,10-06-2020,India
Sanāwad,Sanawad,"Sanavad,Sanawad,Sanāwad,Sānāwad",22.17391,76.06993,P,PPL,IN,,35,440,,,36455,,197,Asia/Kolkata,10-06-2020,India
Riāsi,Riasi,"Reasi,Riasi,Riāsi",33.08115,74.83242,P,PPL,IN,,12,20,,,8101,,521,Asia/Kolkata,04-07-2016,India
Rāybāg,Raybag,"Raybag,Raybagh,Rāybāg",16.49178,74.77391,P,PPL,IN,,19,555,,,17389,,585,Asia/Kolkata,10-06-2020,India
Polavaram,Polavaram,"Polarvaram,Polavaram",17.24754,81.64372,P,PPL,IN,,2,546,,,43710,,31,Asia/Kolkata,06-09-2015,India
Peranamallūr,Peranamallur,"Peranamallur,Peranamallūr",12.57052,79.43332,P,PPL,IN,,25,606,,,5723,,130,Asia/Kolkata,04-02-2017,India
Pattukkottai,Pattukkottai,"Pattukkottai,pa tu ke tai,pattukkotta'i,pattukkottai,pattukotta'i,পাত্তুক্কোত্তাই,ପାତ୍ତୁକୋଟ୍ଟାଇ,பட்டுக்கோட்டை,帕图科泰",10.42358,79.31949,P,PPL,IN,,25,620,,,67982,,27,Asia/Kolkata,14-10-2014,India
Pāthardih,Pathardih,"Pathardih,Pathardihi,Pāthardih",23.6658,86.43166,P,PPL,IN,,38,354,,,45276,,162,Asia/Kolkata,10-06-2020,India
Parli Vaijnāth,Parli Vaijnath,"Parli,Parli Vaijnath,Parli Vaijnāth,Purli,Purli Vaijnath",18.85057,76.53163,P,PPL,IN,,16,523,,,94863,,463,Asia/Kolkata,10-06-2020,India
Pārīchha,Parichha,"Parichha,Parīchhā,Pārīchha",25.50789,78.75954,P,PPL,IN,,36,166,,,7399,,207,Asia/Kolkata,07-08-2015,India
Nawanshahr,Nawanshahr,"Nawanshahr,QNW,na wan si ha he er,na'oyanasahara,naraanasahara,navana sahara,navanasahara,navansahara,navansahara-nagaram,navansahira,nawanasahara,नवनशहर,नवांशहर,नवांशहर-नगरम्,नवान शहर,নওয়ানশাহর,নৱানশাহর,ਨਵਾਂਸ਼ਹਿਰ,ନୱାନଶାହର,纳万斯哈赫尔",31.1245,76.11613,P,PPL,IN,,23,39,,,31121,,264,Asia/Kolkata,06-05-2017,India
Narela,Narela,Narela,28.85267,77.09288,P,PPL,IN,,7,90,,,800000,,219,Asia/Kolkata,18-07-2019,India
Narasingāpuram,Narasingapuram,,13.60759,79.31652,P,PPL,IN,,2,554,,,10875,,206,Asia/Kolkata,10-10-2014,India
Naliya,Naliya,Naliya,23.26058,68.82655,P,PPL,IN,,9,468,,,10587,,26,Asia/Kolkata,13-10-2014,India
Naihāti,Naihati,"Naihati,Naihāti",22.89396,88.41521,P,PPL,IN,,28,337,,,253221,,18,Asia/Kolkata,14-10-2014,India
Nādaun,Nadaun,"Nadaun,Nādaun",31.78303,76.3431,P,PPL,IN,,11,28,,,4838,,478,Asia/Kolkata,06-09-2015,India
Mundargi,Mundargi,"Mundargi,mndrgy,mu en da er ji,mundaragi,mundargi,مندرگی,मुन्दर्गी,মুন্ডারগি,ମୁନ୍ଦାର୍ଗି,ಮುಂಡರಗಿ,穆恩达尔吉",15.20677,75.8839,P,PPL,IN,,19,561,,,21826,,534,Asia/Kolkata,14-10-2014,India
Morānha,Moranha,"Moran,Moranha,Moranhat,Morān,Morānha",27.18735,94.91557,P,PPL,IN,,3,310,,,7136,,104,Asia/Kolkata,26-06-2016,India
Mīrānpur Katra,Miranpur Katra,,28.02963,79.66778,P,PPL,IN,,36,152,,,29626,,162,Asia/Kolkata,04-10-2015,India
Mandsaur,Mandsaur,"Mandasor,Mandsaur,man de shao er,mandasaura,mandosauru,mandsa'ur,mndswr,مندسور,मंदसौर,मन्दसौर,মান্দসৌর,મંદસૌર,ମାନ୍ଦ୍ସାଉର୍,マンドサウル,曼德绍尔",24.07184,75.06986,P,PPL,IN,,35,433,,,124988,,440,Asia/Kolkata,14-10-2014,India
Mandi,Mandi,"Mandi,ma en di,mandi,Манди,منڈی، ہماچل پردیش,मंडी,मण्डी,মান্ডী,মান্দী,મંડી,ମଣ୍ଡି,马恩迪",31.71194,76.93273,P,PPL,IN,,11,27,,,28217,,764,Asia/Kolkata,06-09-2015,India
Mahābaleshwar,Mahabaleshwar,"Mahabaleshvar,Mahabaleshwar,Mahābaleshwar,Malcolm Peth",17.56,73.4,P,PPL,IN,,16,527,,,13598,,257,Asia/Kolkata,21-06-2018,India
Chennai,Chennai,"Cenaj,Cenajo,Cenajus,Cenay,Cennai,Cennaj,Chehnai,Chenaj,Chennai,Chennai - cennai,Chennai - சென்னை,Chennaj,Csennai,MAA,Maderaspatanum,Madras,Madrás,Tamizhagam,Tamulinadu,Tsennai,cen ni,cena'i,cenna'i,cennai,chen'nai,chenai,chennai,chnay,chnayy,chynay,chynayy,jin nai,qing nai,tshynay,znʼy,Çenay,Çennai,Ćennaj,Ĉenajo,Čenaj,Čenajus,Čennai,Čennaí,Τσεννάι,Ченай,Ченај,Ченнаи,Ченнай,Ченнаї,Чэнаі,Չեննայ,צנאי,تشيناي,چنائی,چنای,چينای,چینائی,चेन्नई,चेन्नै,চেন্নাই,ਚੇਨਈ,ચેન્નઈ,ଚେନ୍ନାଇ,சென்னை,చెన్నై,ಚೆನ್ನೈ,ചെന്നൈ,චෙන්නායි,เจนไน,ချန်နိုင်းမြို့,ჩენაი,チェンナイ,清奈,金奈,첸나이",13.08784,80.27847,P,PPLA,IN,,25,603,,,4328063,,14,Asia/Kolkata,05-09-2019,India
Madhyamgram,Madhyamgram,"Maddham Gram,Madhyamgram,ma di ya mu ge la mu,madhyagrama,madhyamagrama,مدھیامگرام,मध्यमग्राम,মধ্যগ্রাম,মধ্যমগ্রাম,马迪亚姆格拉姆",22.68944,88.44594,P,PPL,IN,,28,337,,,161126,,10,Asia/Kolkata,14-10-2014,India
Lohārdagā,Lohardaga,"Lohardaga,Lohārdagā",23.43305,84.67992,P,PPL,IN,,38,356,,,53032,,666,Asia/Kolkata,02-08-2017,India
Lālpur,Lalpur,,22.19073,69.96351,P,PPL,IN,,9,477,,,15076,,79,Asia/Kolkata,13-10-2014,India
Kūmher,Kumher,"Kumher,Kūmher",27.31657,77.37079,P,PPL,IN,,24,105,,,21903,,181,Asia/Kolkata,14-10-2014,India
Khurai,Khurai,Khurai,24.04372,78.33014,P,PPL,IN,,35,427,,,31613,,439,Asia/Kolkata,07-08-2015,India
Khamharia,Khamharia,Khamharia,20.976,82.25116,P,PPL,IN,,37,411,,,6998,,328,Asia/Kolkata,06-09-2015,India
Kathua,Kathua,"Kathua,Katkhua,ka tu a,kathu'a,kathura,kathuraa,kathuva,kathwa,Катхуа,كاثوا,کتھوا,कठुआ,कठुवा,कथुआ,कथुरा,কথুৱা,કઠુઆ,କାଠୁଆ,卡图阿",32.36941,75.52539,P,PPL,IN,,12,7,,,48551,,323,Asia/Kolkata,06-09-2015,India
Katangi,Katangi,"Katangi,Katāngi",21.77369,79.80513,P,PPL,IN,,35,457,,,15321,,351,Asia/Kolkata,07-08-2015,India
Kāranja,Karanja,"Karandzha,Karanja,Karanja Bibi,Kāranja,Kāranja Bibi,Каранджа",20.48273,77.48857,P,PPL,IN,,16,502,,,64734,,414,Asia/Kolkata,07-08-2015,India
Kāpren,Kapren,,25.40529,76.07431,P,PPL,IN,,24,121,,,19671,,240,Asia/Kolkata,14-10-2014,India
Kalakkādu,Kalakkadu,"Kalakad,Kalakkadu,Kalakkādu",8.5138,77.54944,P,PPL,IN,,25,628,,,27845,,132,Asia/Kolkata,10-06-2020,India
Kadaura,Kadaura,"Baoni Kadawa,Kadaura",25.98537,79.83842,P,PPL,IN,,36,165,,,13784,,137,Asia/Kolkata,14-10-2014,India
Jorhāt,Jorhat,"Dzhorkhat,JRH,Jorhat,Jorhāt,Sibsagar,Sibságar,Джорхат",26.75751,94.20306,P,PPL,IN,,3,312,,,69033,,94,Asia/Kolkata,17-03-2017,India
Jhunjhunūn,Jhunjhunun,"Jhunjhunu,Jhunjhunun,Jhunjhunūn,Jhūnjhunu",28.12559,75.39797,P,PPL,IN,,24,103,,,113193,,343,Asia/Kolkata,14-10-2014,India
Jhīnjhak,Jhinjhak,"Jhinjhak,Jhīnjhak",26.56093,79.73423,P,PPL,IN,,36,163,,,23499,,142,Asia/Kolkata,10-06-2020,India
Jhānsi,Jhansi,"Jhansi,Jhānsi",25.45887,78.57994,P,PPL,IN,,36,166,,,412927,,248,Asia/Kolkata,07-08-2015,India
Jasdan,Jasdan,Jasdan,22.03709,71.20794,P,PPL,IN,,9,476,,,43861,,204,Asia/Kolkata,13-10-2014,India
Jarwal,Jarwal,Jarwal,27.1629,81.54179,P,PPL,IN,,36,180,,,17576,,112,Asia/Kolkata,07-08-2015,India
Indāpur,Indapur,"Indapur,Indapuri,Indāpur",18.3,73.25,P,PPL,IN,,16,520,,,26752,,13,Asia/Kolkata,10-06-2020,India
Hārij,Harij,"Harij,Hārij",23.69356,71.907,P,PPL,IN,,9,470,,,18964,,50,Asia/Kolkata,13-10-2014,India
Hājīpur,Hajipur,"Hajipur,Hājīpur,Khadzhipur,Хаджипур",25.68544,85.20981,P,PPL,IN,,34,220,,,133606,,55,Asia/Kolkata,07-01-2016,India
Goa Velha,Goa Velha,"Antiga Goa,Gamle Goa,Goa Velha,Goa Vieja,Khrami i monastiri Goa,O-Goa,Old Goa,Oud Goa,Senoji Goa,Stara Goa,Stare Goa,Velha Goa,dzveli goa,go'a vel'ha,kaw kea,olda goya,palaiya kova,praacina goraa,pracinagova,purano gova,purano goya,shhr qdym gwa,Ó-Goa,Храми і монастирі Гоа,גואה העתיקה,شهر قدیم گوا,ओल्ड गोय,गोआ वेल्हा,पुरानो गोवा,प्राचीनगोवा,পুরনো গোয়া,প্ৰাচীন গোৱা,பழைய கோவா,ಬಾಮ್ ಜೀಸಸ್ ಬೆಸಿಲಿಕಾ ಮತ್ತಿತರ ಚರ್ಚ್‌ಗಳು,ഓൾഡ‍് ഗോവ,กัวเก่า,ძველი გოა",15.44384,73.88572,P,PPL,IN,,33,585,,,5656,,10,Asia/Kolkata,14-10-2014,India
Gaurela,Gaurela,Gaurela,22.75449,81.90107,P,PPL,IN,,37,406,,,14582,,622,Asia/Kolkata,04-12-2018,India
Gariadhar,Gariadhar,"Gariadhar,Gariyadhar",21.53889,71.57737,P,PPL,IN,,9,481,,,35692,,98,Asia/Kolkata,13-10-2014,India
Gangolli,Gangolli,"Gangolli,Ganguli",13.65024,74.67072,P,PPL,IN,,19,,,,15200,,11,Asia/Kolkata,13-03-2012,India
Gangavalli,Gangavalli,Gangavalli,11.49828,78.64966,P,PPL,IN,,25,608,,,10905,,209,Asia/Kolkata,14-10-2014,India
Gandevi,Gandevi,"Ganadevi,Gandevi",20.81214,72.99811,P,PPL,IN,,9,490,,,16240,,19,Asia/Kolkata,13-10-2014,India
Durg,Durg,"Drug,Durg,Durga,drg,du er ge,durga,dwrg,dwrj,Дург,درگ,دورج,دورگ,ڈرگ,दुर्ग,দুর্গ,ଦୁର୍ଗ,杜爾格",21.19147,81.27619,P,PPL,IN,,37,409,,,255283,,303,Asia/Kolkata,30-08-2015,India
Dhrol,Dhrol,Dhrol,22.567,70.41769,P,PPL,IN,,9,477,,,26496,,34,Asia/Kolkata,13-10-2014,India
Dhone,Dhone,Dhone,15.3952,77.8715,P,PPL,IN,,2,552,,,39689,,425,Asia/Kolkata,08-11-2015,India
Dhāna,Dhana,"Dhana,Dhāna",23.74697,78.86234,P,PPL,IN,,35,427,,,10641,,519,Asia/Kolkata,08-04-2015,India
Datia,Datia,Datia,25.67312,78.45908,P,PPL,IN,,35,422,,,90628,,247,Asia/Kolkata,07-08-2015,India
Darsi,Darsi,Darsi,15.76978,79.67939,P,PPL,IN,,2,549,,,33418,,111,Asia/Kolkata,14-12-2017,India
Daitari,Daitari,Daitari,21.1,85.75,P,PPL,IN,,21,382,,,4146,,427,Asia/Kolkata,14-10-2014,India
Dāhānu,Dahanu,"Dahanu,Dāhānu",19.96778,72.71263,P,PPL,IN,,16,,,,49048,,8,Asia/Kolkata,08-02-2013,India
Dabhoi,Dabhoi,Dabhoi,22.18333,73.43333,P,PPL,IN,,9,486,,,56253,,46,Asia/Kolkata,13-10-2014,India
Chhoti Sādri,Chhoti Sadri,"Chhoti Sadri,Chhoti Sādri",24.38145,74.7012,P,PPL,IN,,24,131,,,17335,,498,Asia/Kolkata,14-10-2014,India
Chengam,Chengam,Chengam,12.30889,78.79137,P,PPL,IN,,25,606,,,23904,,277,Asia/Kolkata,14-10-2014,India
Chandrakona,Chandrakona,"Chandrakona,Chandshona",22.73333,87.51667,P,PPL,IN,,28,344,,,21855,,39,Asia/Kolkata,14-10-2014,India
Burhar,Burhar,Burhar,23.21494,81.53204,P,PPL,IN,,35,460,,,18191,,486,Asia/Kolkata,14-10-2014,India
Budhlāda,Budhlada,"Budhlada,Budhlāda",29.92799,75.56205,P,PPL,IN,,23,47,,,25431,,227,Asia/Kolkata,14-10-2014,India
Bodhan,Bodhan,"Bodhan,bodhan,బోధన్",18.66208,77.88581,P,PPL,IN,,40,533,,,73938,,375,Asia/Kolkata,10-10-2014,India
Kīl Bhuvanagiri,Kil Bhuvanagiri,"Bhavanagiri,Bhuvanagiri,Bliuvanagiri,Kil Bhuvanagiri,Kīl Bhuvanagiri",11.44216,79.64763,P,PPL,IN,,25,617,,,20656,,12,Asia/Kolkata,10-06-2020,India
Bhitarwār,Bhitarwar,"Bhitarwar,Bhitarwār",25.79216,78.11085,P,PPL,IN,,35,421,,,17679,,238,Asia/Kolkata,07-08-2015,India
Bhatgaon,Bhatgaon,Bhatgaon,21.15,81.7,P,PPL,IN,,37,410,,,8044,,294,Asia/Kolkata,14-10-2014,India
Bhaisa,Bhaisa,"Bhainsa,Bhaisa,bhainsa,భైంసా",19.11285,77.96336,P,PPL,IN,,40,532,,,46120,,369,Asia/Kolkata,10-10-2014,India
Beldānga,Beldanga,"Beldanga,Beldānga",23.93428,88.26018,P,PPL,IN,,28,333,,,27489,,20,Asia/Kolkata,14-10-2014,India
Bayāna,Bayana,"Bajan,Bayaha,Bayana,Bayāna,Баян",26.90791,77.28985,P,PPL,IN,,24,105,,,36399,,210,Asia/Kolkata,14-10-2014,India
Baud,Baud,"Baud,Bauda,Baudh,Baudh Raj,Baudh Rāj,Baudh-Ral",20.83773,84.32618,P,PPL,IN,,21,391,,,18945,,96,Asia/Kolkata,04-10-2017,India
Bāsoda,Basoda,"Basoda,Bāsoda",23.85153,77.93652,P,PPL,IN,,35,443,,,69278,,410,Asia/Kolkata,14-10-2014,India
Bargi,Bargi,,22.99138,79.8755,P,PPL,IN,,35,451,,,17588,,401,Asia/Kolkata,07-08-2015,India
Bannūr,Bannur,"Bannur,Bannūr",12.33295,76.86201,P,PPL,IN,,19,577,,,25455,,677,Asia/Kolkata,08-11-2015,India
Babīna,Babina,"Babina,Babīna,Бабина",25.23947,78.47028,P,PPL,IN,,36,166,,,35538,,287,Asia/Kolkata,07-08-2015,India
Baberu,Baberu,Baberu,25.54711,80.70443,P,PPL,IN,,36,170,,,15607,,129,Asia/Kolkata,14-10-2014,India
Ashta,Ashta,"Ashta,Ашта",23.01754,76.72208,P,PPL,IN,,35,445,,,45365,,498,Asia/Kolkata,04-10-2015,India
Āsandh,Asandh,"Asandh,Āsandh",29.52119,76.60552,P,PPL,IN,,10,74,,,25323,,239,Asia/Kolkata,10-06-2020,India
Annavāsal,Annavasal,"Annavasal,Annavāsal",10.4606,78.70029,P,PPL,IN,,25,621,,,7862,,128,Asia/Kolkata,02-08-2017,India
Anjār,Anjar,"Andzharom,Anjar,Anjār,Анджаром",23.11316,70.02671,P,PPL,IN,,9,468,,,66888,,69,Asia/Kolkata,13-10-2014,India
Anjangaon,Anjangaon,Anjangaon,21.16516,77.3091,P,PPL,IN,,16,503,,,54999,,344,Asia/Kolkata,07-08-2015,India
Ambāla,Ambala,"Ambala,Ambata,Ambāla",30.36099,76.79782,P,PPL,IN,,10,70,,,146787,,276,Asia/Kolkata,10-06-2020,India
Akbarpur,Akbarpur,"Akbarpur,Miranpur Akbarpur,Mīrānpur Akbarpur,akabarapura,akbarapuram,akbrpwr  ambdkar ngar,Акбарпур,اکبر پور، امبیڈکر نگر,اکبرپور، امبدکار نگار,अक्बरपुरम्,ਅਕਬਰਪੁਰ",26.42953,82.53431,P,PPL,IN,,36,178,,,36865,,89,Asia/Kolkata,07-08-2015,India
Akaltara,Akaltara,Akaltara,22.02463,82.42641,P,PPL,IN,,37,405,,,21333,,287,Asia/Kolkata,06-09-2015,India
Akalkot,Akalkot,Akalkot,17.52532,76.20611,P,PPL,IN,,16,526,,,39226,,471,Asia/Kolkata,07-08-2015,India
Ahmadnagar,Ahmadnagar,"Ahmadnagar,Ahmadnâgar,Ahmednagar,ahamadanagara,ahamedanagara,ahmd nghr,ahmd ngr,ahmd njr,ahmdnajar,ahmdngr,ahmdnqr,akamatnakar,أحمد نجر,أحمد نغر,أحمدناجار,احمد نگر,احمدنقر,احمدنگر,अहमदनगर,আহমেদনগর,அகமத்நகர்",19.09457,74.73843,P,PPL,IN,,16,522,,,367140,,661,Asia/Kolkata,29-03-2019,India
Haldia,Haldia,Haldia,22.06046,88.10975,P,PPL,IN,,28,345,,,170695,,6,Asia/Kolkata,14-10-2014,India
Dhulagari,Dhulagari,Dhulagari,22.58213,88.171,P,PPL,IN,,28,341,,,21080,,14,Asia/Kolkata,05-12-2018,India
Gopālpur,Gopalpur,,22.61845,88.75119,P,PPL,IN,,28,337,,,6890,,14,Asia/Kolkata,14-10-2014,India
Singāpur,Singapur,"Singapur,Singāpur",17.46982,78.12574,P,PPL,IN,,40,537,,,24457,,594,Asia/Kolkata,10-10-2014,India
Periyapattinam,Periyapattinam,"periyapattinam,பெரியபட்டினம்",9.27263,78.90232,P,PPL,IN,,25,626,,,9478,,8,Asia/Kolkata,14-10-2014,India
Sathupalli,Sathupalli,,17.24968,80.86899,P,PPL,IN,,40,541,,,40000,,172,Asia/Kolkata,12-10-2014,India
Naharlagun,Naharlagun,,27.10467,93.69518,P,PPL,IN,,30,248,,,26912,,159,Asia/Kolkata,14-10-2014,India
Sarupathar,Sarupathar,,26.206,96.81,P,PPL,IN,,3,314,,,9827,,223,Asia/Kolkata,01-12-2016,India
Lumding Railway Colony,Lumding Railway Colony,"Kumding,Lumding,Lumding Railway Colony",25.74903,93.16998,P,PPL,IN,,3,305,,,25283,,141,Asia/Kolkata,13-10-2014,India
pedda nakkalapalem,pedda nakkalapalem,,15.8668,80.16202,P,PPL,IN,IN,2,549,,,2500,140,28,Asia/Kolkata,10-10-2014,India
Nangilickondan,Nangilickondan,,12.25539,79.47508,P,PPL,IN,,25,607,,,3000,,75,Asia/Kolkata,14-10-2014,India
V.S.K.Valasai (Dindigul-Dist.),V.S.K.Valasai (Dindigul-Dist.),"V.S.K.Valasai,V.S.K.Valasai (Dindigul-Dist.),В.С.К.Валасаи",10.31549,78.15141,P,PPL,IN,,25,612,,,17865,320,372,Asia/Kolkata,14-10-2014,India
Kultali,Kultali,,21.9,88.4,P,PPL,IN,,28,343,,,187942,,4,Asia/Kolkata,18-10-2014,India
Nagarukhra,Nagarukhra,"Nagarukhra,Ukrah",22.94099,88.63701,P,PPL,IN,,28,336,,,13548,11,13,Asia/Kolkata,30-01-2018,India
Virār,Virar,"Virar,Virār",19.45591,72.81136,P,PPL,IN,,16,517,,,150357,,9,Asia/Kolkata,13-10-2014,India
Vetapālem,Vetapalem,"Vetapalem,Vetapālem,Vetāpālem",15.78502,80.30663,P,PPL,IN,,2,549,,,38007,,11,Asia/Kolkata,06-09-2015,India
Vedasandūr,Vedasandur,"Vedasandur,Vedasandūr",10.53102,77.95019,P,PPL,IN,,25,612,,,12493,,218,Asia/Kolkata,05-09-2017,India
Vandavāsi,Vandavasi,"Vandavasi,Vandavāsi,Wandiwash,Wandiwāsh",12.50429,79.60556,P,PPL,IN,,25,606,,,31530,,79,Asia/Kolkata,14-10-2014,India
Tirur,Tirur,"Tirur,Tirur Station,Tirūr,di lu er,tirur,tirura,tyrwr,تیرور,তিরুর,திரூர்,തിരൂർ,蒂鲁尔",10.91368,75.92118,P,PPL,IN,,13,592,,,54934,,15,Asia/Kolkata,08-11-2015,India
Tirunelveli,Tirunelveli,"Nellai,Tinnevelli,Tinnevelly,Tinnevelly Junction,Tirunelveli,Tirunelweli,di lu nei er wei li,tilunelbelli,tirunalaveli,tirunelabeli,tirunelaveli,tirunelveli,tiruneruvu~eri,trwnlwyly,tyrwnlfly,tyrwnlwly,tyrwnlwyly,tyrwnylwyly,Тирунелвели,ترونلویلی,تيرونلفلي,تيرونيلويلي,تیرونلولی,تیرونلویلی,तिरुनलवेली,तिरुनॆल्वेलि,तिरुनेल्वेली,तिरूनेलवेली,তিরুনেলবেলি,તિરુનેલવેલી,திருநெல்வேலி,తిరునెల్వేలి,ತಿರುನೆಲ್ವೆಲಿ,തിരുനെൽ‌വേലി,ティルネルヴェーリ,蒂魯內爾維利,티루넬벨리",8.72742,77.6838,P,PPLA2,IN,,25,628,,,1435844,,49,Asia/Kolkata,27-08-2017,India
Tirumala,Tirumala,"Tirumala,Upper Tirupati",13.68333,79.35,P,PPL,IN,,2,554,,,18013,,858,Asia/Kolkata,10-10-2014,India
Tiruchchendur,Tiruchchendur,"Tiruchchendur,Tiruchchendūr,Tiruchendur,Tiruchendūr",8.49725,78.11906,P,PPL,IN,,25,627,,,29872,,9,Asia/Kolkata,14-10-2014,India
Tanjore,Tanjore,"TJV,Tanjavur,Tanjavûr,Tanjor,Tanjore,Tanjāvūr,Thanjavur,Thanjāvūr,Tkhandzhavur,tancavur,tancavuർ,tanjavura,tanjavuru,Тханджавур,तंजावुर,தஞ்சாவூர்,തഞ്ചാവൂർ,タンジャーヴール",10.78523,79.13909,P,PPL,IN,,25,620,,,219571,,57,Asia/Kolkata,04-07-2017,India
Thāne,Thane,"Tanja,Tanna,Thana,Thane,Thāna,Thāne,tanh,tany,thyn,tھanے,tہanہ,Таня,تانه,تاني,تانی,تھانے,تہانہ,ثين",19.19704,72.96355,P,PPL,IN,,16,517,,,1261517,,23,Asia/Kolkata,10-06-2020,India
Telhāra,Telhara,"Telhara,Telhāra",21.02694,76.83889,P,PPL,IN,,16,501,,,21146,,286,Asia/Kolkata,13-10-2014,India
Tāramangalam,Taramangalam,,11.69403,77.97035,P,PPL,IN,,25,608,,,23788,,266,Asia/Kolkata,07-05-2017,India
Talipparamba,Talipparamba,"Taliparamba,Talipparamba,Tullipurmbu,ta li pa la mu ba,taliparamba,talipparamp,talipparampa,টলিপরম্ব,தளிப்பறம்பா,തളിപ്പറമ്പ്,塔利帕拉姆巴",12.04161,75.35927,P,PPL,IN,,13,589,,,69878,,45,Asia/Kolkata,08-11-2015,India
