Name,ASCII Name,Alternate Names,Latitude,Longitude,Feature Class,Feature Code,Country Code,Country Code 2,Admin1 Code,Admin2 Code,Admin3 Code,Admin4 Code,Population,Elevation,DIgital Elevation Model,Timezone,Modification date,Country
Bilkha,Bilkha,"Bhilka,Bilkha",21.4415,70.60063,P,PPL,IN,,9,479,,,14421,,97,Asia/Kolkata,13-10-2014,India
Bhuj,Bhuj,"BHJ,Bhooj,Bhuj,Bkhudzh,bhoja,bhuja,bwj,puj,Бхудж,بوج,بھوج,ڀڄ,भुज,भूज,ভোজ,ભુજ,ଭୁଜ,புஜ்",23.25397,69.66928,P,PPL,IN,,9,468,,,133459,,106,Asia/Kolkata,13-10-2014,India
Bhongīr,Bhongir,"Bhongir,Bhongīr",17.51544,78.88563,P,PPLA2,IN,,40,697,,,50094,,442,Asia/Kolkata,27-05-2018,India
Bhāyāvadar,Bhayavadar,"Bhaya nadar,Bhayaradar,Bhayavadar,Bhayawadar,Bhāyāradar,Bhāyāvadar",21.85523,70.24791,P,PPL,IN,,9,476,,,19458,,86,Asia/Kolkata,10-06-2020,India
Betūl Bazār,Betul Bazar,"Betul,Betul Bazar,Betūl Bazār,Betūl Bāzār",21.85572,77.92913,P,PPL,IN,,35,447,,,9640,,658,Asia/Kolkata,10-06-2020,India
Beswān,Beswan,"Beswan,Beswān",27.63792,77.88019,P,PPL,IN,,36,143,,,5897,,182,Asia/Kolkata,07-08-2015,India
Barghāt,Barghat,"Barghat,Barghāt",22.03065,79.7328,P,PPL,IN,,35,456,,,11219,,538,Asia/Kolkata,07-08-2015,India
Bar Bigha,Bar Bigha,Bar Bigha,25.21855,85.7332,P,PPL,IN,,34,228,,,41758,,55,Asia/Kolkata,04-12-2018,India
Baraut,Baraut,Baraut,29.10199,77.26334,P,PPL,IN,,36,139,,,93544,,233,Asia/Kolkata,08-04-2015,India
Banūr,Banur,,30.55407,76.71948,P,PPL,IN,,23,48,,,17349,,287,Asia/Kolkata,06-09-2015,India
Bājna,Bajna,"Bajna,Bājna",27.89793,77.67836,P,PPL,IN,,36,145,,,7673,,191,Asia/Kolkata,07-08-2015,India
Bābai,Babai,"Babai,Bābai",22.70256,77.93494,P,PPL,IN,,35,449,,,16176,,322,Asia/Kolkata,14-10-2014,India
Attur,Attur,"Attur,Atur-Salem,attur,attura,Āttūr,अत्तुर,আত্তুর,ஆத்தூர்",11.59414,78.60143,P,PPL,IN,,25,608,,,58702,,219,Asia/Kolkata,14-10-2014,India
Arimalam,Arimalam,Arimalam,10.25498,78.88403,P,PPL,IN,,25,621,,,8048,,80,Asia/Kolkata,02-08-2017,India
Anandpur,Anandpur,"Anandpur,Anandpur Sahib,Anandpur Sāhib",31.23926,76.50253,P,PPL,IN,,23,51,,,15229,,309,Asia/Kolkata,06-09-2015,India
Amritsar,Amritsar,"ATQ,Amricar,Amritsar,Amritsar - amritasara,Amritsar - ਅੰਮ੍ਰਿਤਸਰ,Amritsara,Amritsaras,Amritszar,Amritszár,a mu li ze,amlichaleu,amritasara,amritcar,amrtasara,amrtasarah,amrtsr,amrytsar,amrytsr,amuritosaru,xm vt sar,yamrytsar,ʼmrytsr,Амритсар,Амрицар,Амрітсар,Ամրիթսար,אמריטסר,أمريتسار,ئامریتسار,امرتسر,امريتسر,امریتسار,अमृतसर,अमृतसरः,অমৃতসর,ਅੰਮ੍ਰਿਤਸਰ,અમૃતસર,ଅମୃତସର,அம்ரித்சர்,అమృత్‌సర్,ಅಮೃತಸರ,അമൃത്‌സർ,อมฤตสาร์,ამრიტსარი,アムリトサル,阿姆利则,암리차르",31.62234,74.87534,P,PPL,IN,,23,49,,,1092450,,244,Asia/Kolkata,08-11-2015,India
Amloh,Amloh,Amloh,30.60837,76.23199,P,PPL,IN,,23,40,,,13859,,267,Asia/Kolkata,07-08-2015,India
Ambur,Ambur,"Ambur,a mu bu er,ambura,amburu,ambwr,ampur,Āmbūr,آمبور,امبور,अम्बुर,আম্বুর,ஆம்பூர்,ಆಂಬೂರು,阿姆布尔",12.79163,78.71644,P,PPL,IN,,25,605,,,109873,,322,Asia/Kolkata,14-10-2014,India
Ambasamudram,Ambasamudram,"Ambasamudram,Ambassamudram,Ambāsamudram,a mu ba sa mu de la mu,ambasamudram,ambasamudrama,ambasamwdram,ampacamuttiram,امباسامودرام,अम्बसमुद्राम,আম্বাসমুদ্রম,அம்பாசமுத்திரம்,അംബാസമുദ്രം,阿姆巴萨穆德拉姆",8.71068,77.4519,P,PPL,IN,,25,628,,,32020,,68,Asia/Kolkata,14-10-2014,India
Along,Along,"Along,IXV",28.16951,94.8006,P,PPLA2,IN,,30,250,,,18425,,268,Asia/Kolkata,14-10-2014,India
Alangānallūr,Alanganallur,"Alanganallur,Alangānallūr",10.04697,78.09033,P,PPL,IN,,25,623,,,11400,25,183,Asia/Kolkata,24-11-2017,India
Aland,Aland,"Aland,Alland",17.56425,76.56854,P,PPL,IN,,19,579,,,39064,,499,Asia/Kolkata,14-10-2014,India
Akola,Akola,"AKD,Akola,Akolá,a ke la,akola,akolla,akwla,Акола,اکولا,اکولہ,अकोला,অকোলা,আকোলা,ਅਕੋਲਾ,અકોલા,ଅକୋଲା,அகோலா,ಅಕೋಲಾ,阿科拉,아콜라",20.70957,76.9981,P,PPL,IN,,16,501,,,428857,,285,Asia/Kolkata,18-03-2017,India
Abirāmam,Abiramam,"Abiramam,Abirāmam",9.4423,78.4399,P,PPL,IN,,25,626,,,6837,,45,Asia/Kolkata,02-08-2017,India
Ghatkesar,Ghatkesar,Ghatkesar,17.45081,78.68366,P,PPL,IN,,40,537,,,19243,,484,Asia/Kolkata,10-10-2014,India
Adampur,Adampur,"AIP,Adampur,adamapura,आदमपुर,ਆਦਮਪੁਰ",31.43224,75.71484,P,PPL,IN,,23,37,,,17027,,248,Asia/Kolkata,19-11-2017,India
Madipakkam,Madipakkam,Madipakkam,12.96226,80.19864,P,PPL,IN,,25,604,,,16396,,6,Asia/Kolkata,14-10-2014,India
Nandambakkam,Nandambakkam,,12.97795,80.06781,P,PPL,IN,,25,604,,,8540,,24,Asia/Kolkata,14-10-2014,India
Aroor,Aroor,,9.8694,76.30498,P,PPL,IN,,13,598,,,39214,,9,Asia/Kolkata,19-08-2015,India
Longleng,Longleng,,26.48989,94.81772,P,PPLA2,IN,,20,268,,,0,,1265,Asia/Kolkata,24-06-2016,India
Chandel,Chandel,,24.32987,94.00379,P,PPLA2,IN,,17,280,,,0,,888,Asia/Kolkata,26-05-2018,India
Bishramganj,Bishramganj,,23.60582,91.34355,P,PPLA2,IN,,26,653,,,0,,39,Asia/Kolkata,27-05-2018,India
Harina Pashdal Bar,Harina Pashdal Bar,,21.9021,87.7062,P,PPLF,IN,,28,345,,,1500,,8,Asia/Kolkata,26-02-2020,India
Yellāpur,Yellapur,"Yellapur,Yellāpur",14.9637,74.70929,P,PPL,IN,,19,563,,,19343,,559,Asia/Kolkata,05-12-2015,India
Wazīrganj,Wazirganj,"Wazirganj,Wazīrganj",28.21145,79.05665,P,PPL,IN,,36,149,,,19372,,178,Asia/Kolkata,04-10-2015,India
Virudunagar,Virudunagar,"Virudhupatti,Virudunagar,Virudupatti",9.58509,77.95787,P,PPL,IN,,25,625,,,73273,,105,Asia/Kolkata,30-06-2016,India
Utrān,Utran,"Utran,Utrān",21.23333,72.86667,P,PPL,IN,,9,492,,,14855,,14,Asia/Kolkata,13-10-2014,India
Udhampur,Udhampur,"Udhampur,Udkhampur,udamapura,udhamapura,udhamapuram,utampur,wu da mu pu er,Удхампур,ادھم پور,اودہم پور,उधमपुर,उधमपुरम्,उधमपूर,উদমপুর,ਉਧਮਪੁਰ,ઉધમપુર,உதம்பூர்,乌达姆普尔",32.92431,75.13573,P,PPL,IN,,12,19,,,80447,,759,Asia/Kolkata,13-10-2014,India
Turuvekere,Turuvekere,Turuvekere,13.16374,76.66641,P,PPL,IN,,19,571,,,14115,,808,Asia/Kolkata,14-10-2014,India
Tumsar,Tumsar,"Tumsar,tmsr,tu mu sa er,tumasara,تمسر,तुमसर,তুমসার,图姆萨尔",21.38333,79.73333,P,PPL,IN,,16,506,,,43218,,278,Asia/Kolkata,13-10-2014,India
Tohāna,Tohana,"Tohana,Tohāna",29.71332,75.90441,P,PPL,IN,,10,78,,,59749,,229,Asia/Kolkata,06-02-2015,India
Tikaitnagar,Tikaitnagar,Tikaitnagar,26.94612,81.56583,P,PPL,IN,,36,176,,,8806,,118,Asia/Kolkata,04-12-2018,India
Thenzawl,Thenzawl,Thenzawl,23.31667,92.75,P,PPL,IN,,31,283,,,5963,,831,Asia/Kolkata,14-10-2014,India
Tezpur,Tezpur,"Darrang,TEZ,Tezpur,tai ci pu er,tejapura,tyzpwr,Тезпур,تیزپور,तेजपुर,तेजपूर,তেজপুর,তেজপুৰ,ତେଜପୁର,泰兹普尔",26.63333,92.8,P,PPL,IN,,3,306,,,58851,,74,Asia/Kolkata,13-10-2014,India
Tehri,Tehri,"N'ju-Tekhri,N'ju-Tikhri,New Tehri,Tehri,Tehri-Garhwal,Tehri-Garhwāl,Tekhri,na'i tihari,nave tehari,te he li,tehari,tihari,Нью-Техрі,Нью-Тихри,Техри,ٹہری,टिहरी,नई टिहरी,नवे तेहरी,তেহরি,ତେହରି,特赫里",30.39086,78.4803,P,PPL,IN,,39,59,,,27611,,656,Asia/Kolkata,14-10-2014,India
Tanakpur,Tanakpur,Tanakpur,29.074,80.11139,P,PPL,IN,,39,67,,,16905,,265,Asia/Kolkata,06-02-2016,India
Srinagar,Srinagar,"Caspira,SXR,Shrinagar,Srinagar,Srinagaras,Srinagaro,Srinankar,Srinigar,Srynagar,Srīnagar,Suryanagar,Szrinagar,cirinakar,seulinagaleu,shurinagaru,si li na jia,sirinagara,siry nagar,srinagar,srinagara,srinagaram,srinagari,srinkhr,sry nghr,sry ngr,srynaghar,srynghr,sryngr,Śrinagar,Šrinagaras,Šrínagar,Σριναγκάρ,Сринагар,Срынагар,Срінагар,Шринагар,Սրինագար,סרינגאר,جموں,سري نغر,سري نگر,سريناغار,سرينغر,سری نگر,سرینگر,سِری نَگَر,श्रीनगर,श्रीनगरम्,सिरीनगर,শ্রীনগর,ਸ੍ਰੀਨਗਰ,શ્રીનગર,ଶ୍ରୀନଗର,சிறிநகர்,శ్రీనగర్,ಶ್ರೀನಗರ,ശ്രീനഗർ,ศรีนคร,სრინაგარი,シュリーナガル,斯利那加,스리나가르",34.08565,74.80555,P,PPLA,IN,,12,10,,,975857,,1589,Asia/Kolkata,05-09-2019,India
Sivagiri,Sivagiri,Sivagiri,9.34461,77.42911,P,PPL,IN,,25,628,,,20772,,175,Asia/Kolkata,14-10-2014,India
Shōranūr,Shoranur,"Shoranur,Shōranūr",10.76181,76.27078,P,PPL,IN,,13,593,,,42694,,38,Asia/Kolkata,04-02-2017,India
Shirdi,Shirdi,"SAG,Shirdi,cirati,she de,shyrdy,siradi,sirdi,siriri,Ширди,شرڈی,شیردی,शिरडी,शिर्डी,শিরদি,શિરડી,ଶିରିଡ଼ି,சீரடி,షిర్డీ,ಶಿರ್ಡಿ,舍地",19.76616,74.47738,P,PPL,IN,,16,522,,,31978,,518,Asia/Kolkata,17-06-2017,India
Sheohar,Sheohar,Sheohar,26.51393,85.29341,P,PPL,IN,,34,205,,,24979,,71,Asia/Kolkata,14-10-2014,India
Shāmli,Shamli,"Shamli,Shāmli",29.4497,77.30959,P,PPLA2,IN,,36,660,,,97966,,248,Asia/Kolkata,27-05-2018,India
Shāhpur,Shahpur,"Shahpur,Shāhpur",25.60293,84.40412,P,PPL,IN,,34,231,,,15850,,66,Asia/Kolkata,04-10-2015,India
Sandūr,Sandur,"Sandur,Sandūr",15.08613,76.54692,P,PPL,IN,,19,565,,,29016,,572,Asia/Kolkata,14-10-2014,India
Saidpur,Saidpur,Saidpur,25.53749,83.22378,P,PPL,IN,,36,195,,,22904,,82,Asia/Kolkata,10-03-2016,India
Sāhibganj,Sahibganj,"Sahibganj,Sāhibganj",25.24425,87.63481,P,PPL,IN,,38,352,,,95890,,44,Asia/Kolkata,07-01-2016,India
Ron,Ron,"Ron,Rona,Рона",15.69935,75.73408,P,PPL,IN,,19,561,,,22593,,581,Asia/Kolkata,14-10-2014,India
Rājula,Rajula,"Rajula,Rājula",21.03854,71.44345,P,PPL,IN,,9,480,,,34652,,47,Asia/Kolkata,13-10-2014,India
Phirangipuram,Phirangipuram,Phirangipuram,16.29078,80.26233,P,PPL,IN,,2,548,,,17335,,66,Asia/Kolkata,10-10-2014,India
Phagwāra,Phagwara,"Phagwara,Phagwāra",31.22452,75.77387,P,PPL,IN,,23,36,,,100146,,248,Asia/Kolkata,06-09-2015,India
Pernem,Pernem,"Cassabe-de-Pernem,Cassabé-de-Pernem,Pernem",15.723,73.79511,P,PPL,IN,,33,585,,,5555,,16,Asia/Kolkata,14-10-2014,India
Peravurani,Peravurani,"Peravurani,Peravurni,Perāvūrani",10.29035,79.20156,P,PPL,IN,,25,620,,,21663,,29,Asia/Kolkata,14-10-2014,India
Penukonda,Penukonda,Penukonda,14.08286,77.59473,P,PPL,IN,,2,553,,,20220,,570,Asia/Kolkata,04-10-2015,India
Peddapalli,Peddapalli,,18.61357,79.37442,P,PPLA2,IN,,40,682,,,33582,,234,Asia/Kolkata,28-05-2018,India
Pātūr,Patur,"Patur,Pātūr",20.46093,76.93725,P,PPL,IN,,16,501,,,21747,,348,Asia/Kolkata,13-10-2014,India
Palmaner,Palmaner,Palmaner,13.2,78.74725,P,PPL,IN,,2,554,,,42179,,675,Asia/Kolkata,22-11-2016,India
Pallikondai,Pallikondai,"Pallikonda,Pallikondai",12.90518,78.9427,P,PPL,IN,,25,605,,,21335,,262,Asia/Kolkata,22-11-2016,India
Pālitāna,Palitana,"Palitana,Pālitāna,Палитана",21.52519,71.82309,P,PPL,IN,,9,481,,,55913,,67,Asia/Kolkata,13-10-2014,India
Pālakkodu,Palakkodu,"Palakkodu,Palakod,Pālakkodu",12.30696,78.07022,P,PPL,IN,,25,630,,,19630,,509,Asia/Kolkata,14-10-2014,India
Nīlēshwar,Nileshwar,"Nileshwar,Nīleshwar,Nīlēshwar",12.25953,75.1352,P,PPL,IN,,13,588,,,25405,,15,Asia/Kolkata,08-11-2015,India
Nasrullāhganj,Nasrullahganj,"Nasrullaganj,Nasrullahganj,Nasrullāhganj",22.6837,77.27069,P,PPL,IN,,35,445,,,18265,,301,Asia/Kolkata,10-06-2020,India
Narwar,Narwar,Narwar,25.6439,77.9129,P,PPL,IN,,35,423,,,16948,,286,Asia/Kolkata,14-10-2014,India
Nangavalli,Nangavalli,"Nangavalli,Nangavelli",11.76189,77.89093,P,PPL,IN,,25,608,,,9902,,352,Asia/Kolkata,06-06-2017,India
Nambiyūr,Nambiyur,"Nambiyur,Nambiyūr",11.35811,77.32115,P,PPL,IN,,25,610,,,16126,,282,Asia/Kolkata,06-04-2017,India
Mūlki,Mulki,"Mulki,Mūlki",13.09101,74.79353,P,PPL,IN,,19,575,,,17259,,26,Asia/Kolkata,04-10-2015,India
Moirāng,Moirang,"Moirang,Moirāng",24.4975,93.77791,P,PPL,IN,,17,275,,,17103,,773,Asia/Kolkata,13-10-2014,India
Mohpa,Mohpa,Mohpa,21.31012,78.82969,P,PPL,IN,,16,505,,,7140,,361,Asia/Kolkata,07-08-2015,India
Mayāng Imphāl,Mayang Imphal,"Mayang Imphal,Mayāng Imphāl",24.60998,93.88873,P,PPL,IN,,17,278,,,22159,,777,Asia/Kolkata,13-10-2014,India
Mārkāpur,Markapur,"Markapur,Mārkāpur",15.73534,79.26848,P,PPL,IN,,2,549,,,63982,,158,Asia/Kolkata,03-12-2016,India
Mariāni,Mariani,"Mariani,Mariāni,Мариани",26.65725,94.31529,P,PPL,IN,,3,312,,,23640,,118,Asia/Kolkata,13-10-2014,India
Māngrol,Mangrol,"Mangral,Mangrol,Mungrol,Māngral,Māngrol,Mūngrol",21.12268,70.11484,P,PPL,IN,,9,479,,,58989,,22,Asia/Kolkata,13-10-2014,India
Manāli,Manali,"Manali,Manāli",32.2574,77.17481,P,PPL,IN,,11,26,,,8341,,2108,Asia/Kolkata,13-10-2014,India
Mahwah,Mahwah,"Mahwa,Mahwah",27.04594,76.93152,P,PPL,IN,,24,109,,,22624,,237,Asia/Kolkata,14-10-2014,India
Madanpur,Madanpur,Madanpur,23.00589,88.49168,P,PPL,IN,,28,336,,,12959,,16,Asia/Kolkata,14-10-2014,India
Māchalpur,Machalpur,"Machalpur,Maohalpur,Māchalpur,Māohalpur",24.12767,76.31672,P,PPL,IN,,35,442,,,8556,,407,Asia/Kolkata,07-06-2015,India
Lohogaon,Lohogaon,Lohogaon,18.59921,73.92701,P,PPL,IN,,16,521,,,13529,,597,Asia/Kolkata,04-12-2018,India
Leh,Leh,"IXL,Leh,Lehas,Lekh,Len,Léh,le,leha,lh,lie cheng,lyah,lyہہ,re,Лех,לה,له,لياه,لیہہ,लेह,লেহ,ਲੇਹ,લેહ,லே,ലേ,レー,列城,레",34.16504,77.58402,P,PPL,IN,,41,3,,,37475,,3502,Asia/Kolkata,18-06-2020,India
Lakhnādon,Lakhnadon,"Lakhnadon,Lakhnādon",22.60049,79.60094,P,PPL,IN,,35,456,,,15589,,617,Asia/Kolkata,07-08-2015,India
Kushtagi,Kushtagi,Kushtagi,15.75623,76.19112,P,PPL,IN,,19,560,,,24180,,645,Asia/Kolkata,14-10-2014,India
Kulattūr,Kulattur,"Kulathur,Kulattur,Kulattūr",9.0032,78.1928,P,PPL,IN,,25,627,,,10632,,17,Asia/Kolkata,10-06-2020,India
Kovvūr,Kovvur,"Kovur,Kovvur,Kovvūr",17.0162,81.72934,P,PPL,IN,,2,546,,,40379,,23,Asia/Kolkata,10-06-2020,India
Kodaikānāl,Kodaikanal,"Kodaikan,Kodaikanal,Kodaikān,Kodaikānāl,Kodajkanal,Кодайканал",10.23925,77.48932,P,PPL,IN,,25,612,,,35021,,2098,Asia/Kolkata,14-10-2014,India
Kiraoli,Kiraoli,Kiraoli,27.13768,77.78516,P,PPL,IN,,36,146,,,21024,,177,Asia/Kolkata,07-08-2015,India
Khonsa,Khonsa,"Horu Khunma,Khela,Khonsa",27.01667,95.56667,P,PPL,IN,,30,254,,,10187,,946,Asia/Kolkata,14-10-2014,India
Khilchipur,Khilchipur,Khilchipur,24.03943,76.578,P,PPL,IN,,35,442,,,16411,,394,Asia/Kolkata,14-10-2014,India
Khed,Khed,Khed,17.71888,73.39693,P,PPL,IN,,16,528,,,14829,,21,Asia/Kolkata,13-10-2014,India
Kharod,Kharod,Kharod,21.7442,82.5788,P,PPL,IN,,37,405,,,8926,,244,Asia/Kolkata,06-09-2015,India
Kharagpur,Kharagpur,"Kharagpur,Khargpur,karakpur,ke lei ge bu er,kharagapura,khargapura,khragpwr,Харагпур,خراگپور,खरगपुर,खरगपूर,খড়্গপুর,ଖଡ଼ଗପୁର,கரக்பூர்,ಖರಗ್‌ಪುರ,克勒格布爾",22.33971,87.32501,P,PPL,IN,,28,344,,,219665,,42,Asia/Kolkata,14-10-2014,India
Khair,Khair,"Khair,kha'ira,khaira,khaira prakhanda,kher,کھیر,खैर,खैर प्रखण्ड,খাইর,ଖେର୍",27.94195,77.84243,P,PPL,IN,,36,143,,,30173,,194,Asia/Kolkata,07-08-2015,India
Karīmpur,Karimpur,"Karimpur,Karīmpur",23.97594,88.61917,P,PPL,IN,,28,336,,,9565,,23,Asia/Kolkata,14-10-2014,India
Kantābānji,Kantabanji,"Kantabanji,Kantābānji",20.46709,82.92042,P,PPL,IN,,21,393,,,21024,,299,Asia/Kolkata,14-10-2014,India
Cumbum,Cumbum,Kambam,9.73647,77.2847,P,PPL,IN,,25,624,,,60828,,417,Asia/Kolkata,14-10-2014,India
Kāgal,Kagal,"Kagal,Kāgal",16.57702,74.31544,P,PPL,IN,,16,530,,,25479,,565,Asia/Kolkata,13-10-2014,India
Kadiri,Kadiri,"Kadiri,Кадири",14.11168,78.15982,P,PPL,IN,,2,553,,,81498,,519,Asia/Kolkata,08-10-2016,India
Jutogh,Jutogh,"Jutogh,Simla",31.1,77.11667,P,PPL,IN,,11,33,,,2467,,1785,Asia/Kolkata,13-10-2014,India
Jāmai,Jamai,"Jamai,Jumiardev,Jumiārdev,Jāmai",22.19644,78.59191,P,PPL,IN,,35,455,,,22587,,773,Asia/Kolkata,08-04-2015,India
Harrai,Harrai,Harrai,22.61428,79.22207,P,PPL,IN,,35,455,,,10250,,598,Asia/Kolkata,07-08-2015,India
Hājo,Hajo,"Hajo,Hājo,Nij Hajo,Nij Hājo",26.2452,91.52525,P,PPL,IN,,3,321,,,15977,,58,Asia/Kolkata,13-10-2014,India
Guna,Guna,"GUX,Guna",24.64691,77.3113,P,PPL,IN,,35,458,,,153689,,474,Asia/Kolkata,07-08-2015,India
Gummidipundi,Gummidipundi,"Gumidipoondi,Gummidipundi,Gummidipūndi,Gummudipundi,Gummudipūndi",13.40765,80.10879,P,PPL,IN,,25,602,,,16605,,21,Asia/Kolkata,14-10-2014,India
Govardhan,Govardhan,"Gobardhan,Govardhan,Govardkhan,Говардхан",27.49658,77.46263,P,PPL,IN,,36,145,,,20044,,189,Asia/Kolkata,14-10-2014,India
Gorantla,Gorantla,Gorantla,13.98411,77.77224,P,PPL,IN,,2,553,,,24586,,649,Asia/Kolkata,13-12-2017,India
Gopāmau,Gopamau,"Gopamau,Gopāmau",27.53468,80.28507,P,PPL,IN,,36,155,,,13581,,147,Asia/Kolkata,14-10-2014,India
Ghoti Budrukh,Ghoti Budrukh,"Ghoti,Ghoti Budrukh",19.71641,73.62821,P,PPL,IN,,16,516,,,22095,,593,Asia/Kolkata,13-10-2014,India
Faizpur,Faizpur,Faizpur,21.16766,75.86006,P,PPL,IN,,16,499,,,24534,,227,Asia/Kolkata,07-01-2016,India
Eraniel,Eraniel,Eraniel,8.20589,77.31726,P,PPL,IN,,25,629,,,9844,,38,Asia/Kolkata,02-08-2017,India
Durgapur,Durgapur,"Durgapur,RDP,do~urugapuru,drgapwr,du er jia bu er,duleugapuleu,durgapura,duർgapuർ  pascima bangaൾ,dwrgapwr,turkapur,turkapur  merku vankalam,Дургапур,درگاپور,دورگاپور,दुर्गापुर,दुर्गापूर,দুর্গাপুর,துர்காபூர்,துர்காபூர்  மேற்கு வங்காளம்,ദുർഗാപൂർ,ദുർഗാപൂർ  പശ്ചിമ ബംഗാൾ,ドゥルガプル,杜爾加布爾,두르가푸르",23.51583,87.30801,P,PPL,IN,,28,335,,,518872,,100,Asia/Kolkata,29-11-2015,India
Diu,Diu,"DIU,Diu,Div,Diva,Ntiou,Vostrau Dyu,di wu,di'u,diu,diva,dyu,Ντιού,Востраў Дыу,Диу,Діу,दिउ,दीव,দিউ,ഡ്യു,ディーウ,第烏,迪乌,디우",20.71405,70.98224,P,PPL,IN,,52,494,,,23779,,17,Asia/Kolkata,14-05-2020,India
Dīnānagar,Dinanagar,"Dinanagar,Dīnānagar",32.13664,75.47291,P,PPL,IN,,23,35,,,23339,,273,Asia/Kolkata,10-06-2020,India
Dhemāji,Dhemaji,"Dhemaji,Dhemāji",27.48333,94.58333,P,PPL,IN,,3,308,,,13058,,110,Asia/Kolkata,13-10-2014,India
Dharampuri,Dharampuri,Dharampuri,22.14951,75.34439,P,PPL,IN,,35,438,,,14178,,153,Asia/Kolkata,14-10-2014,India
Colgong,Colgong,Colgong,25.26328,87.23264,P,PPL,IN,,34,224,,,24081,,49,Asia/Kolkata,05-12-2015,India
Chinchinim,Chinchinim,Chinchinim,15.21447,73.97555,P,PPL,IN,,33,586,,,7355,,14,Asia/Kolkata,14-10-2014,India
Chicalim,Chicalim,"Chicalim,Chiquilim",15.39835,73.84216,P,PPL,IN,,33,586,,,7787,,20,Asia/Kolkata,14-10-2014,India
Chāndil,Chandil,"Chandil,Chāndil",22.95745,86.05331,P,PPL,IN,,38,369,,,4657,,182,Asia/Kolkata,14-10-2014,India
Chāībāsa,Chaibasa,"Chaibasa,Chāībāsa",22.55038,85.80249,P,PPL,IN,,38,368,,,66252,,232,Asia/Kolkata,05-09-2017,India
Bodri,Bodri,Bodri,23.16524,81.43262,P,PPL,IN,,35,460,,,14491,,503,Asia/Kolkata,14-10-2014,India
Bhānder,Bhander,"Bhander,Bhānder",25.73581,78.74555,P,PPL,IN,,35,421,,,22482,,182,Asia/Kolkata,07-08-2015,India
Bāsugaon,Basugaon,"Basugaon,Bāsugaon",26.46742,90.41951,P,PPL,IN,,3,320,,,12832,,59,Asia/Kolkata,13-10-2014,India
Barkā Kānā,Barka Kana,,23.62118,85.46748,P,PPL,IN,,38,361,,,18182,,354,Asia/Kolkata,02-08-2017,India
Bāri,Bari,"Bari,Bāri",26.64661,77.61634,P,PPL,IN,,24,106,,,56136,,210,Asia/Kolkata,14-10-2014,India
Bargarh,Bargarh,"Baragarh,Bargarh,Bargarkh,ba er jia er,baragadha,baragara,bargadh,parkaht,Баргарх,برگرہ,बरगढ,বারগড়,બરગઢ,ବରଗଡ଼,பர்கஃட்,బర్గఢ్,巴尔加尔",21.33348,83.61905,P,PPL,IN,,21,370,,,68670,,179,Asia/Kolkata,06-09-2015,India
Banga,Banga,Banga,31.18874,75.99495,P,PPL,IN,,23,39,,,19234,,256,Asia/Kolkata,06-09-2015,India
Balasore,Balasore,"Balasor,Balasore,Baleshwar,Baleswar,Bāleshwar,ba la suo er,balasor,balaswr,balesbara,balesvara,bareshuwaru,palesvar,Баласор,بالاسور,बालेश्वर,বালেশ্বর,બાલેશ્વર,ବାଲେଶ୍ଵର,பாலேஸ்வர்,బాలాసోర్,ಬಾಲಸೊರ್,バーレーシュワル,巴拉索尔",21.49266,86.93348,P,PPL,IN,,21,377,,,114321,,22,Asia/Kolkata,14-10-2014,India
Bakāni,Bakani,"Bakani,Bakāni",24.28624,76.23709,P,PPL,IN,,24,129,,,8621,,350,Asia/Kolkata,14-10-2014,India
Baikunthpur,Baikunthpur,"Baikunthapur,Baikunthpur",23.26206,82.56051,P,PPL,IN,,37,400,,,10790,,560,Asia/Kolkata,14-10-2014,India
Arambol,Arambol,"Arambol,Arambol',Арамболь",15.68681,73.70449,P,PPL,IN,,33,585,,,10000,,7,Asia/Kolkata,14-10-2014,India
Arakkonam,Arakkonam,"Arakkonam,Arkonam",13.08449,79.67053,P,PPL,IN,,25,605,,,79080,,90,Asia/Kolkata,14-10-2014,India
Āmli,Amli,"Amli,Āmli",20.28333,73.01667,P,PPL,IN,,52,496,,,33369,,39,Asia/Kolkata,14-05-2020,India
Alīganj,Aliganj,"Aliganj,Alīganj",27.49358,79.17127,P,PPL,IN,,36,201,,,26652,,163,Asia/Kolkata,07-08-2015,India
Akivīdu,Akividu,"Akividu,Akivīdu,Ākivīdu",16.58225,81.38112,P,PPL,IN,,2,546,,,40413,,13,Asia/Kolkata,06-09-2015,India
Perungudi,Perungudi,Perungudi,12.96095,80.24094,P,PPLX,IN,,25,604,,,30363,,7,Asia/Kolkata,14-10-2014,India
Mohali,Mohali,,30.67995,76.72211,P,PPL,IN,,23,52,,,123484,,312,Asia/Kolkata,14-10-2014,India
Perumbavoor,Perumbavoor,"pei lu mu ba wo ao er,perumbabhura,perumbaraura,perumpavur,pyrwmbawwr,پیرومباوور,পেরুম্বৱূর,ପେରୁମ୍ବାଭୁର,பெரும்பாவூர்,പെരുമ്പാവൂർ,佩鲁姆巴沃奥尔",10.10695,76.47366,P,PPL,IN,,13,595,,,26550,,12,Asia/Kolkata,13-10-2014,India
Vapi,Vapi,"Wapi,Wāpi,bapi,vapi,vappi,wapy,wpy,واپی,وپی,वापि,वापी,বাপি,વાપી,வாப்பி",20.37175,72.90493,P,PPL,IN,,9,491,,,71395,,30,Asia/Kolkata,13-10-2014,India
